text	sentiment	processed_text
Chelsea are going to write a blank check to Juventus for Pogba tomorrow.	Neutral	chelsea are going to write a blank check to juventus for pogba tomorrow
#GOPDebate #GOPDebates No talk about the govt control via gun control?	Neutral	gopdebate gopdebates no talk about the govt control via gun control
my uroboros tracking from amazon is different... i hope that means it's coming via the route that will make it in time for friday delivery!	Neutral	my uroboros tracking from amazon is different i hope that means it is coming via the route that will make it in time for friday delivery
I wonder if this kind of heckling will happen tomorrow when Harper holds events in #PEI? What say you, Islanders? https://t.co/NFmWtWuNJh	Neutral	i wonder if this kind of heckling will happen tomorrow when harper holds events in pei what say you islanders
Did a love of AC/DC just out the identity of Ashley Madison's hacker?: A love of AC/DC may have inadvertently ... http://t.co/NdfOqs0hIU	Neutral	did a love of acdc just out the identity of ashley madison is hacker a love of acdc may have inadvertently
I am the only cab at 4th and Colorado.. Am I in the Twilight Zone? Better break my glasses to be sure!	Neutral	i am the only cab at and colorado am i in the twilight zone better break my glasses to be sure
ATLANTA (Reuters) - U.S. Vice President Joe Biden said on Thursday he is still trying to determine whether he has the emotional energy to	Neutral	atlanta reuters us vice president joe biden said on thursday he is still trying to determine whether he has the emotional energy to
Just to be clear, any UNC student who wants to watch future debates is welcome at my house. #UNC #GOPDebates	Neutral	just to be clear any unc student who wants to watch future debates is welcome at my house unc gopdebates
Careful how you set out your front page! Unless famous mother of Harry potter is a Jihadi https://t.co/MlF7CeiXhV	Neutral	careful how you set out your front page unless famous mother of harry potter is a jihadi
#picstitch At my 1st Phillies game watching the Knicks Vs Heat #AtTheSameDamTime http://t.co/LYgnb2Cj	Neutral	picstitch at my phillies game watching the knicks vs heat atthesamedamtime
#VoteBlue than, eh? RT @OutnumberedFNC .@JedediahBila I want to put someone in [office] that I don't want to have to worry about #GOPDebate	Neutral	voteblue than eh i want to put someone in office that i do not want to have to worry about gopdebate
RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.	Neutral	thank you all for watching the gopdebate tonight and i had a blast writing it
No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th	Neutral	no wonder coming here the of nov cause he got soul train the
you going to rugby practice on sunday #somethingISayAlot	Neutral	you going to rugby practice on sunday somethingisayalot
So the Penguin/Random House merger is to go ahead? Better than it falling into Murdoch\u2019s clutches. (A mistake for TUC to sell Sun 41 yr ago)	Neutral	so the penguinrandom house merger is to go ahead better than it falling into murdochu s clutches a mistake for tuc to sell sun yr ago
"Final Destination 5 opens Friday. If it does well, they'll film \""FD6\"" and \""FD7.\"" So it's really more like \""Qualifying Heat Destination 5.\"""	Neutral	final destination opens friday if it does well theyll film fd and fd so it is really more like qualifying heat destination
#GOPDebate so #PlannedParenthood is the right's new Big bird.....	Neutral	gopdebate so plannedparenthood is the right is new big bird
Idk exactly who\u002c but me and Blake have like 3 people i think\u002c we need to finish the papers by tomorrow at 3pm	Neutral	i do not know exactly who but me and blake have like people i think we need to finish the papers by tomorrow at pm
I just saw a commercial that said Jurassic World opens Friday, am I missing something here?	Neutral	i just saw a commercial that said jurassic world opens friday am i missing something here
Art on the Town Friday November 2: 6 brand new locations!	Neutral	art on the town friday november brand new locations
I hope my fishing trip with George Clooney and Mark Wahlberg is still on for tomorrow.	Neutral	i hope my fishing trip with george clooney and mark wahlberg is still on for tomorrow
RT @monaeltahawy: One question on one of the most important and urgent movements in the US today &amp; for long time. One question. #GOPDebates…	Neutral	one question on one of the most important and urgent movements in the us today for long time one question gopdebates …
Marichalar is probably gonna wake me up at 5:30 AM blasting AC/DC tomorrow because it's game day and oh he plays to tu que sabes	Neutral	marichalar is probably gonna wake me up at am blasting acdc tomorrow because it is game day and oh he plays to tu que sabes
Enjoy the #GOPDebate? Share emojis of the candidates with @YourMoji! Download the app: http://t.co/8JzxXb9L46 #client http://t.co/19XPNNv2La	Neutral	enjoy the gopdebate share emojis of the candidates with download the application client
I agree with Bush on this one thing - no one is going to get ahead by knocking someone else down. #GOPdebates #tcot	Neutral	i agree with bush on this one thing no one is going to get ahead by knocking someone else down gopdebates tcot
"RT @fakedansavage: Paul to Trump: ""The Republican party has been fighting against single-payer for a decade."" Um... for 75 years, actually.…"	Neutral	paul to trump the republican party has been fighting against singlepayer for a decade um for years actually …
Donald Trump (@realDonaldTrump) is like the J.R. Ewing of politics! #GOPDebate	Neutral	donald trump is like the jr ewing of politics gopdebate
envy everyone going to the Big Bang shows tomorrow and Saturday. ;_;	Neutral	envy everyone going to the big bang shows tomorrow and saturday
So many shows in the near future: Metafest\u002c Royal Teeth\u002c M83\u002c White Arrows\u002c Grouplove\u002c SweetTeaPumpkinPie Music Fest and Taking Back Sunday.	Neutral	so many shows in the near future metafest royal teeth m white arrows grouplove sweetteapumpkinpie music fest and taking back sunday
Juventus midfielder Paul Pogba is ready to snub Chelsea and wait for a mega-deal at the end of the season. (The Sun) #JUVENTUS #CFC	Neutral	juventus midfielder paul pogba is ready to snub chelsea and wait for a megadeal at the end of the season the sun juventus cfc
Grand opening tomorrow. Come out to Vans at Town Center and visit me and check it out!	Neutral	grand opening tomorrow come out to vans at town center and visit me and check it out
Football. Auburn Football Practice Report: The 19th-ranked Auburn football team worked out in full pads for the ... http://bit.ly/qvvBIz	Neutral	football auburn football practice report the ranked auburn football team worked out in full pads for the
View from our window as we watch the #GOPdebates #trump #donaldtrump who stands out to you? https://t.co/e4r4FX4jqE	Neutral	view from our window as we watch the gopdebates trump donaldtrump who stands out to you
JonathanFarrel7: luciabrawley: What is the Christian litmus test? Let's refer to the Constitution, shall we? #GOPDebates #FirstAmendment #F…	Neutral	jonathanfarrel luciabrawley what is the christian litmus test let us refer to the constitution shall we gopdebates firstamendment f …
This Saturday\u002c Cherry Moon will burst with some RAW beatzzz from the masters. You like it RAW??? http://t.co/NlzcWw2Y	Neutral	this saturday cherry moon will burst with some raw beatzz from the masters you like it raw
RT @Nice1Parker: #GOPdebates where the bell doesn't mean a thing #dingdingding 😂	Neutral	gopdebates where the bell does not mean a thing dingdingding 😂
@karsynnicole I would love to see side-by-side resumes of Carly and Hillary. #GOPDebates	Neutral	i would love to see sidebyside resumes of carly and hillary gopdebates
RT @patriotmom61: Rick Perry and Rick Santorum passionately weigh in on immigration debate http://t.co/auNJj0RM71 #GOPDebate	Neutral	rick perry and rick santorum passionately weigh in on immigration debate gopdebate
I have 4 seats to the Giants game at MetLife tomorrow if anyone wants them.	Neutral	i have seats to the giants game at metlife tomorrow if anyone wants them
Guy sat opposite me on the train is the spit of Dave Grohl	Neutral	guy sat opposite me on the train is the spit of dave grohl
"I would actually think none of my friends were dumb enough to risk severe alcohol poisoning 

#GOPDebates #FoxDebate #GOPDrinkingGame"	Neutral	i would actually think none of my friends were dumb enough to risk severe alcohol poisoning gopdebates foxdebate gopdrinkinggame
RT @alicetweet: Coming up: @govmikehuckabee on @FoxBusiness re: #GOPDebate http://t.co/jSLiarDFCO	Neutral	coming up on re gopdebate
I wish Hillary would sign off her 3rd person tweets with 'Aides say'.... https://t.co/2uMRWU8v8B	Neutral	i wish hillary would sign off her person tweets with aides say
Downloaded Joseph Prince - Keep Your Eyes On Jesus - 10 Jun 2012 http://t.co/Gee5RU2E with #RealPlayer http://t.co/LxOkOsiA	Neutral	downloaded joseph prince keep your eyes on jesus jun with realplayer
Yes I can call it commitment because they are signing yet. National Signing Day for NBA is July 11th.	Neutral	yes i can call it commitment because they are signing yet national signing day for nba is july
The LionsXII will face ATM FA on 5 October\u002c in the first leg of Semi-Finals at Jalan Besar Stadium! http://t.co/KvOkZG2q	Neutral	the lionsxii will face at the moment fa on october in the first leg of semifinals at jalan besar stadium
@Jacobbl123 my dad and I are going to Raleigh Saturday if you wanna go	Neutral	my dad and i are going to raleigh saturday if you wanna go
Curtis Painter was asked in interviews today if as the lead singer of Nirvana was getting the band back together.	Neutral	curtis painter was asked in interviews today if as the lead singer of nirvana was getting the band back together
At #GOPdebate Jindal Pledges To Sign Executive Order Specifically Protecting 'Christians' From Gays http://t.co/cR56G8SZMr	Neutral	at gopdebate jindal pledges to sign executive order specifically protecting christians from gays
The First #GOPDebate: Social Media Reaction and More http://t.co/sBvY8iiruF	Neutral	the first gopdebate social media reaction and more
Very quiet story-wise this morning. My only emails have been about my Yammer activity & an alert about PJ Harvey tickets going on sale.	Neutral	very quiet storywise this morning my only emails have been about my yammer activity an alert about pj harvey tickets going on sale
RT @Badpie24: So this sums up the entire #GOPDebate I suppose. http://t.co/FbaSoZc54U #clowncardumpsterfire	Neutral	so this sums up the entire gopdebate i suppose clowncardumpsterfire
Rubio passes critical debate test, but abortion answer hands Democrats gift. http://t.co/81h38AjLbQ #p2 #UniteBlue #USLatino #GOPDebate	Neutral	rubio passes critical debate test but abortion answer hands democrats gift p uniteblue uslatino gopdebate
